date,location,organiser,Title,band_1,band_2,band_3,band_4,band_5,band_6,poster_url,links
2026-05-16,underground,stoa60,gig,ΚΑΘΑΡΟΣ ΧΑΛΚΟΣ,ΑΡΚΟΥΔΕΣ ΤΩΝ ΑΓΩΓΩΝ ΤΗΣ ΠΟΛΥΚΑΤΟΙΚΙΑΣ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-05-16_kathares-arkoudes.jpg,ΚΑΘΑΡΟΣ ΧΑΛΚΟΣ=https://katharoschalkos.bandcamp.com/album/-|ΑΡΚΟΥΔΕΣ ΤΩΝ ΑΓΩΓΩΝ ΤΗΣ ΠΟΛΥΚΑΤΟΙΚΙΑΣ=https://www.youtube.com/watch?v=aArwHqZA-7Y
2026-05-09,underground,stoa60,gig,DISMISS,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-05-09_thymics.jpg,DISMISS=https://dismissband.bandcamp.com/music|THYMICS=https://thymics.bandcamp.com/album/nothing
2026-05-02,underground,stoa60,gig,ΣΟΜΑ,MALHOTRA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-05-02_somalhotra.jpg,ΣΟΜΑ=https://somamesoma.bandcamp.com/music|MALHOTRA=https://malhotra.bandcamp.com/album/ruler-sun
2026-04-25,underground,stoa60,gig,JUNKHEART,ΠΟΝΤΙΚΙΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-04-25_junkheart_pontikia.jpg,
2026-04-18,underground,stoa60,gig,ΑΧΕΟΝ,VEIL OMEGA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-04-18_axeon_veil2.jpg,
2026-04-01,underground,stoa60,gig,SHORT DAYS,ΕΝΤΕΡΟΝ ΗΜΙΣΗ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-04-01_shortdays.jpg,
2026-03-27,underground,stoa60,Soundsystem,STOA SUBATOMIC vol.1,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-03-27_subatomic.jpg,
2026-03-21,underground,stoa60,gig,AETHERIAN,FLAMECORE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-03-21_aetherian.jpg,
2026-03-14,underground,stoa60,gig,BLOODTRACE,YOUTHCRUSHER,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-03-14_youth.jpg,
2026-03-07,underground,stoa60,gig,INVALTA,ΒΑΚΙΡΤΖΙΑΝ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-03-07_invalta.jpg,
2026-02-28,underground,stoa60,gig,KRATS,HAND & LEG,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-02-28_kratsHand.jpg,
2026-02-14,underground,stoa60,gig,OMEGA MONOLITH,CALF,LIVING UNDER DRONES,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-02-14_omega.jpg,
2026-02-07,underground,stoa60,gig,ZERO CHANCE,OTOΜΠΡΙΤΣΙ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-02-07_otompritsi.jpg,
2026-01-31,underground,stoa60,gig,STOLEN MIC,ΣΗΜΑΔΙ,ΔΡΑΜΑ ΚΩΜΙΚΟΥ,ΧΩΡΙΣ ΚΑΝΟΝΑ,WONE,ΦΛΥΑΡΙΑ,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-01-31_stolen.jpg,
2026-01-24,underground,stoa60,gig,KVADRAT,1000DEAD,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-01-24_kvadrat.jpg,
2026-01-17,underground,stoa60,gig,THE KLAMMERS,MELLOW LIZARD,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-01-17_klammers.jpg,
2026-01-10,underground,stoa60,gig,DOT ON EARTH,LUSTTONE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2026-01-10_dotonearth.jpg,
2025-12-20,underground,stoa60,Bar,DARKNESS BEFORE CHRISTMAS,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-12-20_darkness.jpg,
2025-12-13,underground,stoa60,gig,DURY DAVA,ACID ROOTS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-12-13_dury.jpg,
2025-12-06,underground,stoa60,Bar,BROKEN ELECTRONIX NIGHT PT.II,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-12-06_broken.jpg,
2025-12-04,underground,stoa60,Bar,NIGHT OF THE DEMON VOL. 2,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-12-04_night-of-the-demon-vol2.jpg,
2025-11-29,underground,stoa60,gig,GNAAL,SACHMIS CULT,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-11-29_gnaal.jpg,
2025-11-22,underground,stoa60,gig,GYNOID,DRUID,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-11-22_gynoid.jpg,
2025-11-15,underground,stoa60,gig,SONS OF ZEVEDEUS,ΑΡΚΟΥΔΕΣ ΤΩΝ ΑΓΩΓΩΝ ΤΗΣ ΠΛΥΚΑΤΟΙΚΙΑΣ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-11-15_zevedeus.jpg,
2025-11-09,underground,stoa60,gig,MEMORY,BABY CULT,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-11-09_memory.jpg,
2025-10-11,underground,stoa60,gig,CHAOTIC END,RAPTURE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-10-11_chaotic.jpg,
2025-10-04,underground,stoa60,gig,PEPLO,HUMACHINES,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-10-04_peplo.jpg,
2025-09-07,underground,stoa60,gig,KRAV BOCA,AEON,THYMICS,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2025-2026/2025-09-07_kravboca.jpg,
2025-05-24,karabolas,stoa60,Party,DUB KARAVOLAS,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-05-24_reggaedub.jpg,
2025-05-17,underground,stoa60,gig,KATAXNIA,ΦΟΡΜΟΛΗ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-05-17_kataxnia-formoli.jpg,
2025-05-10,underground,stoa60,gig,SCARFLOOD,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-05-10_scarflood.jpg,
2025-05-03,underground,stoa60,gig,HAY STEALTHY,ΠΟΝΤΙΚΙΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-05-03_hay-stealthy-pontikia.jpg,
2025-05-02,underground,stoa60,Bar,CRUCIFIXION BAR,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-05-02_crucifixion.jpg,
2025-04-26,underground,stoa60,gig,ΜΕΓΑΛΗ ΦΥΓΗ,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-04-26_megali-fygi-thymics.jpg,
2025-04-05,underground,stoa60,gig,MOTORDEATH,CHAOTIC,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-04-05_motordeath-chaotic.jpg,
2025-03-29,underground,stoa60,gig,TYPHUS,AXEON,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-03-29_typhus-axeon.jpg,
2025-03-22,underground,stoa60,gig,ΑΝΗΦΟΡΑ,ΝΤΕΡΤΙ DANCING,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-03-22_anifora-nterti-dancing.jpg,
2025-03-08,underground,stoa60,gig,FALOODA,THE DEPRESSANTS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-03-08_falooda-the-depressants.jpg,
2025-03-01,underground,stoa60,gig,ΑΔΑΕΙΣ,ΑΦΙΛΟΞΕΝΟ ΣΩΜΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-03-01_adaeis_afiloxeno_soma.jpg,
2025-02-22,underground,stoa60,gig,YOVEL,GNAAL,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-02-22_yovel-gnaal_fb.jpg,
2025-02-15,underground,stoa60,gig,TAYLOR SAVAGE,OLLA VIA,SIRAP,OUROBOROS,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-02-15_taylor-savage-ollavia-sirap-ouroboros.jpg,
2025-02-08,underground,stoa60,gig,ΣΑΙΚΑ,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-02-08_saika.jpg,
2025-01-24,underground,stoa60,gig,CUCUMBA,MELLOW LIZARD,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-01-24_cucumba-mellow-lizard.jpg,
2025-01-18,underground,stoa60,gig,KALTE NACHT,INCIRRINA,HUMACHINES,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-01-18_kalte-nacht-incirrina-humachines.jpg,
2025-01-11,underground,stoa60,gig,ΤΖΟΝΙ ΜΠΙ,BLACK SPIRIT X ACE,GEE THREE,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2025-01-11_tzoni-mpi-black-spirit-x-ace-gee-three.jpg,
2024-12-14,underground,stoa60,gig,NOTHING THRIVES,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-12-14_nothing-thrives-thymics.jpg,
2024-12-13,underground,stoa60,Theatre,ΤΣΙΡΙΝΤΣΑΝΤΣΟΥΛΕΣ,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-12-13_theatriko.jpg,
2024-12-12,underground,stoa60,Bar,ΕΟΡΤΑΣΤΙΚΟ ΜΠΑΡ,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-12-12_eortastiko.jpg,
2024-12-07,underground,stoa60,gig,BUS THE UNKNOWN SECRETARY,COSMIC PLUNGE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-12-07_bus-the-unknown-secretary-cosmic-plunge.jpg,
2024-11-30,underground,stoa60,gig,THE VULCAN ITCH,KALYVA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-11-30_the-vulcan-itch-kalyva.jpg,
2024-11-23,underground,stoa60,gig,THE SEXY CHRISTIANS,BABY CULT,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-11-23_the-sexy-christians-baby-cult.jpg,
2024-11-16,underground,stoa60,gig,THE MAN AND HIS FAILURES,PRE-EMPTIVE STRIKE 0.1,ASYLUM PROMISES,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-11-16_the-man-and-his-failures-pre-emptive-strike-01-asylum-promises.jpg,
2024-11-09,underground,stoa60,gig,ΜΟΡΜΩ,CHAOTIC,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-11-09_mormo-chaotic.jpg,
2024-11-02,underground,stoa60,gig,ΔΡΑΜΑ ΚΩΜΙΚΟΥ AND THE DRUMOULINS,BLACK SPIRIT,ΛΟΓΟΥ ΧΑΡΙΝ,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-11-02_drama-komikoy-and-the-drumoulins-black-spirit-logoy-charin.jpg,
2024-10-26,underground,stoa60,gig,ΣΤΟΜΑ,FETA NAGASAKI,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-10-26_stoma-feta-nagasaki.jpg,
2024-10-19,underground,stoa60,gig,SEER OF THE VOID,OKWAHO,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-10-19_seer-of-the-void-okwaho.jpg,
2024-10-12,underground,stoa60,gig,MELLOW LIZARD,MANDOLA AND LUTE IMPROV,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-10-12_mellow lizzrad.jpg,
2024-10-05,underground,stoa60,gig,ΧΕΙΜΕΡΙΑ ΝΑΡΚΗ,ΑΦΙΛΟΞΕΝΟ ΣΩΜΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-10-05_xviv-and-sirap-live-electronix.jpg,
2024-09-21,underground,stoa60,Bar,BROKEN ELECTRONIX,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2024-2025/2024-09-21_broken.jpg,
2024-07-20,underground,stoa60,gig,ΔΕΜΑΞΗΜΑΜ,PRINCE OF LILLIES,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-07-20_demaximam.jpg,
2024-07-09,underground,stoa60,gig,MY TURN,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-07-09_myturn.jpg,
2024-06-29,voutes,rastapank,Soundsystem,EL PASO SOUNDSYSTEM,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-06-29_makrofountes_fest.jpg,
2024-06-01,voutes,"rastapank, stoa60",gig,IMPEDANCE,KONOPS,SIRAP,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-06-01_impedance_konops.jpg,
2024-05-18,underground,stoa60,gig,SUN OF NOTHING,KALYVA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-05-18_sun-of-nothing-kalyva.jpg,
2024-05-10,underground,stoa60,gig,ΧΕΙΜΕΡΙΑ ΝΑΡΚΗ,ΑΦΙΛΟΞΕΝΟ ΣΩΜΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-05-10_cheimeria-narki-afiloxeno-soma.jpg,
2024-04-20,underground,stoa60,Bar,FROM JAMAICA TO ENGLAND: A TRIBUTE TO BASS MUSIC PT. II,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-04-20_jamaica.jpg,
2024-04-13,underground,stoa60,gig,ΝΕΟΝΑΚΗΣ ΒΑΚΙΡΤΖΙΑΝ,ΑΡΚΟΥΔΕΣ ΤΩΝ ΑΓΩΓΩΝ ΤΗΣ ΠΟΛΥΚΑΤΟΙΚΙΑΣ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-04-13_neonakis-kai-vakirtzian-arkoydes-ton-agogon-tis-polykatoikias.jpg,
2024-04-05,underground,stoa60,gig,$OFT $KULL,MELLOW LIZARD,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-04-05_soft-skull-mellow-lizard.jpg,
2024-03-30,underground,stoa60,gig,THE STRESS,THE FLAT SURFERS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-03-30_the-stress-the-flat-surfers.jpg,
2024-03-23,underground,stoa60,gig,AMKEN,AXEON,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-03-23_amken-axeon.jpg,
2024-03-15,underground,stoa60,gig,ΟΜΙΧΛΗ,THE DEPRESSANTS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-03-15_omichli-the-depressants.jpg,
2024-03-02,underground,stoa60,gig,SCARFLOOD,KALYVA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-03-02_nightopfthedemon.jpg,
2024-02-24,underground,stoa60,gig,SADHUS (THE SMOKING COMMUNITY),COSMIC PLUNGE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-02-24_sadhus.jpg,
2024-02-17,underground,stoa60,Bar,FROM JAMAICA TO ENGLAND: A TRIBUTE TO BASS MUSIC PT. I,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-02-17_jamaica.jpg,
2024-02-10,underground,stoa60,gig,COLD I,HUMACHINES,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-02-10_cold-i-humachines.jpg,
2024-02-03,underground,stoa60,Bar,NIGHT OF THE DEMON,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-02-03_scarflood-kalyva.jpg,
2024-01-27,underground,stoa60,gig,ΜΕΘΥΣΜΕΝΑ ΞΩΤΙΚΑ,ΑΦΙΛΟΞΕΝΟ ΣΩΜΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-01-27_methysmena-xotika-afiloxeno-soma.jpg,
2024-01-19,underground,stoa60,gig,PSYCHEDELIC TRIPS TO DEATH,HUMACHINES,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-01-19_PTTD_humachines.jpg,
2024-01-13,underground,stoa60,gig,ΤΑΦ ΛΑΘΟΣ,TWINSANITY,DJ MICRO,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-01-13_taf-lathos-twinsanity-dj-micro.jpg,
2024-01-06,underground,stoa60,Bar,POST-PUNK VINYL DJ SET,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2024-01-06_vinyl.jpg,
2023-12-23,underground,stoa60,Bar,MMA ΜΠΑΡ,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-12-23_bar.jpg,
2023-12-16,underground,stoa60,gig,CHRONOBOROS,FUTILE MATING TACTICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-12-16_chronoboros-futile-mating-tactics.jpg,
2023-12-09,underground,stoa60,gig,FRENZEE,THYMICS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-12-09_frenzee-thymics.jpg,
2023-12-08,underground,stoa60,gig,VENUS VOLCANISM,,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-12-08_venus.jpg,
2023-11-25,underground,stoa60,gig,FERAL KIDS,THE FLAT SURFERS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-11-25_feral-kids-the-flat-surfers.jpg,
2023-11-18,underground,stoa60,gig,SCI-FI RIVER,ANIMA,BLACK SPIRIT,ACE,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-11-18_sci-fi-river-anima-black-spirit-x-ace.jpg,
2023-11-11,underground,stoa60,gig,ΔΡΑΜΑ ΚΩΜΙΚΟΥ & THE DRAMOULINS,BABY CULT,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-11-11_dramakomikou-babycult.jpg,
2023-11-05,underground,stoa60,gig,MOCM,SICKSACK,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-11-05_mocm-and-sicksack.jpg,
2023-09-23,karabolas,stoa60,gig,LOST BODIES,LOS TRE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2023-2024/2023-09-23_lostbodies_lostre.jpg,
2023-07-23,karabolas,stoa60,gig,GREEN WAS GREENER,HUMACHINES,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-07-23_greenandhumachiens.jpg,
2023-06-10,underground,stoa60,gig,HEXIS,PS STAMPS BACK,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-06-10_hexis-ps-stamps-back.jpg,
2023-05-27,voutes,"rastapank, stoa60",Voutopia Fest,KOOBA TERCU,THE BOOMS,MELLOW LIZARD,HEMINGWAYS,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-05-27_koobatopia_fest.jpg,
2023-05-23,voutes,"rastapank, stoa60",Voutopia Fest,SAIKO,SMOKA & DEADMIC,ΣΤΙΓΜΑ,BLACK SPIRIT,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-05-23_voutopiahiphop_fest.jpg,
2023-05-20,underground,stoa60,gig,RIO,HUMACHINES,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-05-20_rio-humachines.jpg,
2023-05-12,underground,stoa60,gig,BAIT,OI BOYS,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-05-12_bait-oi-boys.jpg,
2023-05-06,underground,stoa60,gig,DEZO SPAZZ,GROOM IN VINEYARDS & THE LIGHTBENDER,GRIM MACHINE,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-05-06_dezo-spazz-groom-in-vineyards-and-the-lightbender-grim-machine.jpg,
2023-05-05,underground,stoa60,gig,ANNALIZED,NOIOSE,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-05-05_annalized-noiose.jpg,
2023-04-29,underground,stoa60,gig,ΟΡΥΜΑΓΔΟΣ,YAKUZA,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-04-29_orymagdos-yakuza.jpg,
2023-04-22,underground,stoa60,gig,ΑΔΑΕΙΣ,ΑΦΙΛΟΞΕΝΟ ΣΩΜΑ,,,,,https://raw.githubusercontent.com/xiaflos/stoa60/main/src/assets/images/posters/2022-2023/2023-04-22_adaeis-afiloxeno-soma.jpg,
